"Land_system_names","Land_use","lon","lat","Landform_sha","F.eve","BIO1_Annual_Mean_Temperature","BIO10_Mean_Temperature_Warmest_Quarter","BIO11_Mean_Temperature_Coldest_Quarter","BIO12_Annual_Precipitation","BIO13_Precipitation_Wettest_Month","BIO14_Precipitation_Driest_Month","BIO15_Precipitation_Seasonality","BIO16_Precipitation_Wettest_Quarter","BIO17_Precipitation_Driest_Quarter","BIO18_Precipitation_Warmest_Quarter","BIO19_Precipitation_Coldest_Quarter","BIO2_Mean_Diurnal_Range","BIO3_Isothermality","BIO4_Temperature_Seasonality","BIO5_Max_Temperature_Warmest_Month","BIO6_Min_Temperature_Coldest_Month","BIO7_Temperature_Annual_Range","BIO8_Mean_Temperature_Wettest_Quarter","BIO9_Mean_Temperature_Driest_Quarter","Top_Rao","Cec_Rao","Clay_Rao","N_Rao","pH_Rao","Sand_Rao","Silt_Rao","Soc_Rao","Hyd_feat_Sha","TWI_Rao","C.hull","F.eDep","F.eRDC","F.rich","F.disp","F.div","F.dist","F.nMST","F.rao","Sp.rich","intensity_bi","intensity_ord","intensity_bi_N","intensity_ord_N"
"medium-intensity forest",42,3941284,3086465,0.534521675578212,-1.19013175601372,0.414278783419032,0.148912504999172,0.561232931982966,-0.683796465243384,-1.25221478779745,-0.370736737383757,-1.74862391997168,-1.14633538324067,-0.310336941240746,-0.396295503786493,-0.430876292590654,-0.419111064487102,0.451143184029253,-0.899093614910651,0.141104047008658,0.728066059390506,-0.937557151177897,-1.64550808602936,0.0387864637913745,-0.705112296336322,-1.24556115265991,-0.27411301417789,0.101083044636235,1.12502606473719,-0.0865350615720596,1.12858279286973,1.60267855283148,-1.09274952573284,0.482877845475072,-0.227259285950639,-1.78471980168782,-1.49843768765271,-0.143077506088493,-0.291335666056518,0.670532339791289,-0.773604653259948,-0.134524101419964,-0.307352560772518,-0.0470575468258656,"low","medium","1","3"
"low-intensity forest",41,4710284,3086465,0.727458625953302,0.657627845501018,-1.14810217080206,-1.38531904427062,-0.850291621479009,0.683900419627132,0.653865417016743,0.617951448499694,-0.595664699118667,0.519508329460987,0.886356623840898,0.860814781784219,0.799702894767839,-0.529484779520212,-0.21512339454514,-0.303113538943334,-1.35025664023096,-0.669922820251786,-0.504839307919362,-0.288169165164882,-0.78193568888049,0.292023885405692,1.09714797997402,-0.491914160289225,-0.841713418161881,0.256685980172836,-1.0572643888895,-0.00546139524772361,-0.287853645978659,0.797003274324652,-1.11931436889323,0.558200283426715,0.165995046161637,0.246852437923412,0.835071423262454,0.263287162458458,0.658283047599305,1.12068878583433,0.0277517098723985,0.445437905868297,0.343265406360757,"low","low","0","2"
"shrub",80,4711284,3086465,0.795513660170711,-0.203485107491541,-1.2025686105557,-1.47473506321572,-0.881873857843411,0.696470610473318,0.67104648979924,0.63451771151936,-0.59193130364488,0.535196049799784,0.89928179740886,0.872607004618433,0.807192347822623,-0.523424802155937,-0.177099372114536,-0.36182123571486,-1.4305167677994,-0.708142742560351,-0.537249329514108,-0.376845598434657,-0.813882748573058,0.100254080626775,0.0327580612206556,-0.682101808457241,-0.923913364362058,1.69314327263471,-1.01580989239075,-0.104560537242474,-0.329002845887014,-0.0196422121987896,-1.42214480201466,-0.61651385050838,0.569735416897224,0.73030885307031,-0.422439592627757,-0.545770100578241,-0.672169989661512,-0.12692945076127,0.922202924341605,-0.46713045273734,-0.243081708251652,"low","none","0","1"
"forest/shrubs and cropland mosaics",71,4037284,3085465,0.941643880037303,-0.925623150355276,0.315231296680422,0.0908066460522694,0.440904819075861,-0.547549927940654,-1.1067047715736,-0.203189997217267,-1.97006170777853,-1.00716304896181,-0.153072820411262,-0.286761073737324,-0.276366384286147,-0.577085535325081,0.121040497952034,-0.745406606923769,0.0535946476519948,0.620421538134979,-0.873619115243019,1.17574706394032,-0.0130656257456543,-0.876835084296077,-0.605521100509843,0.288715840193077,0.142322661486943,2.06047981575048,0.0810730752300232,1.65859315121182,2.40866277060788,-0.692136740660988,-0.680779016159922,0.260984303483293,-0.0507917036926215,0.611536573004599,0.0433764737606957,2.10402122802386,1.0243598076271,-0.0902233319811105,0.361574161873658,2.11990660167653,-0.0354052055277874,"low","low","0","2"
"low-intensity forest",41,4721284,3085465,0.549052078980127,-0.802258198480152,-1.25661759759959,-1.52569388984355,-0.928132195020423,0.596216221257292,0.600232011865936,0.540017001989335,-0.566993281891569,0.455570248767761,0.789396764535455,0.812753490605932,0.701699698673243,-0.492898443901231,-0.152773699402775,-0.356276417741199,-1.49085957733896,-0.750482466449654,-0.541150044047833,-0.42738292991374,-0.841730187687153,0.144784821589508,0.705947429655434,-0.112985578594298,0.0516398909592254,0.525247036063532,-1.55751566545576,-0.502394364025907,0.146027461622896,1.00592552483891,-0.39466829732082,-0.348073422087898,1.91466416808115,0.917106843657244,-0.547433257956101,0.635978227692785,0.849567854577402,1.73617914529044,1.05778558470725,0.421062531705777,-1.25578817199549,"low","low","0","2"
"low-intensity forest",41,4724284,3085465,0.462264931797609,-0.471530922695798,-1.22152924371178,-1.47358440721879,-0.916574849781982,0.496037838791194,0.515530764551134,0.460569942293255,-0.542690479065945,0.372641432880571,0.676565755016331,0.750417150130717,0.586147583469086,-0.477101854035314,-0.203069450244089,-0.315055224080488,-1.44201282581555,-0.744270036119001,-0.495763666621499,-0.375704459845256,-0.825247713480426,0.431471885797531,0.459366551337594,-1.64353160790772,-0.687023469414442,-0.989671648472252,-0.846293203782458,-1.40002331606552,-0.0609518607829588,-0.73596309639231,-1.22159878220237,-0.77553288971837,2.29916771445482,1.64861654831527,-1.45857537134126,-0.810587192267741,1.71557897764479,0.746526453698363,2.39207079917353,-1.16523901512811,-1.74836597118186,"low","low","0","2"
"medium-intensity agricultural mosaics",732,4030284,3084465,0.523798206963495,0.34825872057589,0.344464926062903,0.120528792731833,0.462154834218622,-0.403186517467273,-0.966520572673372,-0.0903461585077328,-1.96179583993346,-0.873061036776341,-0.0278140893460307,-0.185958613210495,-0.139418095279751,-0.586333810157309,0.115922764788696,-0.746010163427369,0.0818086538377198,0.636668601703956,-0.866460012611661,1.20522337017448,-0.000584713178444298,-0.562269827778614,-0.210589422238355,-0.398684357549232,-0.232413173982262,1.29092408910397,-1.62613407959509,-0.622348285754933,0.201525091931349,0.461382807853867,0.915274676809451,-1.06643616332115,0.107402904426036,-0.542726970271152,-0.626071044638936,-0.0148458580547492,0.874910419667888,-0.899133959728778,0.574229519533079,-0.241457187397378,0.208618961651097,"low","medium","1","3"
"shrub",80,4723284,3084465,0.755498601013209,-0.060797217388785,-1.34105829220068,-1.65707935698846,-0.965275080676086,0.602433240320587,0.607870314140805,0.549809471258183,-0.571753066956744,0.46142117342808,0.797227571853006,0.817151542450982,0.70648049160121,-0.477101854035314,-0.123101678236705,-0.456577007484441,-1.5986699355294,-0.806957200001725,-0.576961899078593,-0.55768166997559,-0.883069451564046,-0.0130780634659269,-0.112240477178098,-1.29444405208123,-1.03038607537603,0.264701348587034,-0.27354289622619,0.963957996839742,-0.0160811390810403,0.460582324608843,-0.532539896725713,-0.35814721150044,1.2556243665616,0.908116203981318,-0.379561312812081,0.245092120610038,-0.122868155533011,0.371543195944406,0.386443120803581,0.313144364298158,-0.574239629716434,"low","none","0","1"
"high-intensity cropland",63,4021284,3083465,0.718710028124457,-0.901351843098166,0.378529571945377,0.158437991883229,0.48247873687677,-0.587885467342921,-1.13949948058222,-0.232879838468226,-1.97056790442177,-1.05077364609502,-0.179022995912167,-0.319542502027838,-0.325410925812971,-0.535092643583526,0.133061948709202,-0.726583545870876,0.130302958159148,0.662587456009843,-0.851124979633909,1.24281901140878,0.0136378684109858,-0.730539882785553,-0.6981879257629,0.449288079429029,-1.07349187051696,1.73384725369064,0.804401114298531,2.32755846904329,-0.265964156387854,0.762236425509714,0.237911492499864,-0.905875217568429,0.187314770963086,0.0412327030967135,-0.244641521022385,0.459582396061341,0.744485827756622,-0.367311209793562,1.28780472112986,0.421647147267806,0.594239081761746,"high","high","1","4"
"high-intensity grassland",53,4029284,3083465,0.648568968102183,-0.210334703942535,0.330365013052712,0.105609376271063,0.455493686224326,-0.334959064525638,-0.895911133602702,-0.0303462581097437,-1.97488639478576,-0.815563522260107,0.0391295383583166,-0.142738598514539,-0.0682838747070999,-0.582288018287963,0.114819144780006,-0.751685466054257,0.0716091559019412,0.629545067209105,-0.867170430189383,1.19042735650919,-0.00546176034593976,-0.54426304534205,0.166072588719557,0.167008348766432,-0.169874392772514,1.61031027853909,-0.499951990499897,1.45243025001112,-0.0522715860395077,0.848796018591801,0.719512302036258,-0.266535444494319,0.255398209300164,0.29384201268771,0.11851983166519,0.286518331961344,-0.637752446163683,0.0252393052279014,0.139430195778828,0.0757806954550919,-0.10918784983909,"high","high","1","4"
"high-intensity grassland",53,4034284,3082465,-0.213289914410949,0.488839636476925,0.332954472065613,0.112114850345114,0.44634915681493,-0.569080884372539,-1.1167318230706,-0.211568010442718,-2.00826408565925,-1.04364810727587,-0.161358964659186,-0.314186341938631,-0.288596912701317,-0.593083433131738,0.0792514795366512,-0.733001727260601,0.0735585535293986,0.625776735352362,-0.859309080917302,1.19687902193135,-0.00897770110665765,-0.431150936219246,0.0189107926971776,0.589612024608774,-0.327262704503281,2.00449374187388,-0.589645530326247,0.3079101623144,1.18528771090638,-1.09699860835628,-0.0285458837630585,0.147961350629163,0.288896817240762,-0.483712911048054,0.308411845202169,0.940167126444237,-0.492544562705776,0.246531100162714,0.478301374282251,1.00508881481661,0.933138629770168,"high","high","1","4"
"low-intensity forest",41,4721284,3082465,0.932734531115971,0.815893446569635,-1.19215641489069,-1.43798170611646,-0.893559924444007,0.595829645106272,0.573296528451649,0.519731333453892,-0.604481512493024,0.430932169397909,0.793739558381803,0.794233417844448,0.728734809564161,-0.507320166897192,-0.220063573700763,-0.294257218017107,-1.40155087424948,-0.721382031708111,-0.484868630019167,-0.340396238949601,-0.811450061559496,0.333693213194399,0.780288941012651,-1.25136600812698,-0.541182140737023,-0.663764498726362,-1.19149103444671,-0.763674617191278,-0.141997622984028,0.500964355980472,-1.494386783638,-1.40919425245438,-0.626664937146546,-0.21017310746729,-1.08467016337935,-1.01739061701219,-0.453125366331129,-1.16669303984822,1.56543081942113,-0.900441656919842,-0.191602699618503,"low","low","0","2"
"high-intensity forest",43,4429284,3080465,0.72245864391067,0.692244627724025,0.0748262946743903,0.0714782183310564,0.0409212990281011,-1.07237309032708,-1.10000503024377,-0.757525854819674,-0.0996017515787875,-1.12293948826069,-0.804606803971209,-0.373788477444146,-1.37324863144073,-0.303129208868786,-0.253825526290581,0.0084630186110555,0.127538880849859,0.220634896843821,-0.189124743034515,1.15657850721804,-0.434253539777578,-0.0520358154149549,-0.661906539612193,-0.112362010015675,0.0938562587624402,1.29628998632916,-0.941517623254269,-0.231006474111466,-1.46813542969688,-0.683114713662894,-0.35107312105307,0.983781959856203,0.143815151732832,-0.362510286681482,1.07936550713387,0.866038343294964,0.937442652575596,0.97611496920327,0.238674202220311,0.898555664842748,0.545656440470824,"high","high","1","4"
"low-intensity agricultural mosaics",731,4781284,3078465,-0.0652471303835058,0.183827074721204,-0.255635308154334,-0.216407052595326,-0.3015206798228,-0.728634741920459,-0.388372818774,-0.644716038284336,0.854551359504155,-0.4283205311383,-0.691913968347889,0.148346118938164,-1.22686369166649,-0.232491413857078,-0.346251864586075,0.255797978462981,-0.196078545115544,-0.174653700220052,0.0431227925540062,0.871074418377685,-0.631445568891077,-0.314315952926093,0.0567666049619661,-0.736589803287957,0.801081756272495,0.964849081281621,-0.206573292725982,0.119603656012377,-1.2277208957096,0.812230881608635,-0.216383308386928,0.164480893836525,0.361043779553863,0.407802047613977,0.297852676467838,0.951849170358275,1.21256853379736,0.421590044712356,-0.03007681562421,0.598844590455305,-0.657548568272966,"low","low","0","2"
"low-intensity grassland",51,4052284,3076465,0.381217969362655,1.18099496863741,0.226889159236265,-0.00983912716620474,0.351448825629777,-0.388929568836374,-0.913162300803297,-0.000402835436201636,-2.12505901643931,-0.857276040805267,0.0632504370618619,-0.240853309195261,-0.0544292512926561,-0.644913591345305,-0.0124472354723587,-0.706257571939503,-0.050611431508554,0.5192557624973,-0.838148169861385,-1.9123434154198,0.275891291048495,-0.929536757619566,-0.379295187799352,-1.24957166120234,-0.345739792695194,0.60251431030751,-0.432516657925585,0.0708564532836729,-0.258335066674651,-0.668039946835238,-0.705412038122522,-0.337821376590086,-2.02289139959607,-2.60277090454076,-0.301084444057787,-0.748176208839288,-1.05764390529332,-0.815331365794201,1.30139600527572,-0.514119723426224,1.72770276441261,"low","low","0","2"
"forest/shrubs and mixed agriculture mosaics",75,4388284,3074465,0.766474785298877,0.399110422574815,-0.167263369993542,-0.1963819647926,-0.169377778952943,-0.72646557013807,-1.06866891520946,-0.252725120599777,-1.50687985582562,-1.07971691900735,-0.305749515906253,-0.351863268558077,-0.663147865759524,-0.324250780897783,-0.292056501649548,0.0210217765903955,-0.159682092279853,-0.00285106674321047,-0.174642665090946,0.549543137755768,-0.291764177660338,-0.238841441401211,-0.892228896329315,-0.33839058472573,0.15583828168992,1.65353126985527,0.794612460790959,1.4297221776473,0.553362705897363,0.618473398942495,-0.165774393719564,-1.14024759050342,-0.841591291007464,0.100791897184616,-0.395139644605378,-1.16977137194218,-1.27639177245817,-1.35714502843053,0.418004686571664,-0.932040361215548,1.05288630422122,"low","low","0","2"
"medium-intensity cropland",62,4747284,3073465,0.475639671919105,-0.194450870835707,-0.269133965011955,-0.111679421765156,-0.443887824401147,-0.661521047120432,-0.650432518975622,-0.489482472386124,-0.339796098079022,-0.716038178887674,-0.435639217230807,-0.0679268985764107,-0.617346871882919,-0.419111064487102,-0.85328847324168,0.696115061714565,-0.126588515349545,-0.308560749992053,0.322508917613552,0.974935816775602,-0.358742331612389,-0.555854905752914,0.4767002422498,-0.606032739420511,0.122467804067033,0.0945887992559209,-0.553950002705887,0.22348561664669,0.104636448984036,0.786715503126276,0.911622154510301,1.23381869371872,1.27605970924438,0.966159642990122,0.869207873518333,1.04729800104823,0.897256107502522,2.30358819432894,0.148066421817777,0.791425181056777,-0.769788483203469,"low","medium","1","3"
"low-intensity settlement",21,4044284,3071465,-0.509890882867798,0.420252380349314,0.176388690098938,-0.0665508016075163,0.324617397069281,-0.166531330462023,-0.650045897064577,0.17990834827184,-1.98018247756759,-0.607664467960696,0.259656635872885,-0.114779391700586,0.200442839045017,-0.651074499201841,-0.0204023513078925,-0.73630283302965,-0.106168453668215,0.502587851962891,-0.875317762256309,-1.94652694512259,0.269524778528322,-1.24747266491621,-0.8148609136271,-0.0970688962993165,-0.0166028056203738,-0.696845117741989,-0.862301296426622,-0.26799241355697,0.414351310734518,-1.43535615442717,-0.266069819483632,-0.161739946807962,-0.74772196686036,-0.120186166156261,-0.382005198490009,-1.95718911707764,-3.46011007546816,-0.659859623845529,-0.081027739202084,-1.8351455998634,-0.954808148236388,"low","low","0","2"
"low-intensity settlement",21,4797284,3069465,0.638205133326957,-1.12693070533086,-0.027764856433869,0.114183654197645,-0.2019733006337,-0.882657803011039,-0.621756490975614,-0.710005752816387,0.707487811185694,-0.640435369867047,-0.761245807705591,-0.011097406998918,-1.33089743707243,-0.245138419320574,-0.56988790678224,0.546489713471557,0.110059120078811,-0.0935612820539617,0.264126664895056,1.19893071411069,-0.67715058156771,-0.869502141830265,-0.725619378820898,0.35990244536036,-0.383500427916141,-0.702634200635438,-0.223187414177394,1.5855093570441,-1.62115975102957,0.518802972459705,-1.08621336989254,0.25903087807063,1.00792139620415,0.755075135423505,0.413516645088302,-0.122223655005537,-0.205337568262796,1.2000658193486,0.0535409607853339,-0.327989617294722,-0.78722099760814,"low","low","0","2"
"medium-intensity forest",42,4056284,3068465,-0.801819602129495,0.239890574298219,-0.0199071743160021,-0.318225306459682,0.183263537807289,-0.207693098635571,-0.691452725701517,0.192355815035162,-2.00941122433411,-0.639735976907728,0.236566387046848,-0.169504812613397,0.186512678477664,-0.685274174331155,0.00580678646602925,-0.827975839884191,-0.354394992460765,0.354765820187041,-0.931002697884244,-2.12218985505817,0.460331559959338,-0.478888441912652,-0.453550243292433,-0.347988595090112,-2.24129393695809,-0.500894586431285,-1.95467694917548,-0.216782909205528,0.872878136456211,0.86127758052114,-1.56598085996034,-0.362616849619084,-0.170858108545622,0.524253710739186,-0.488746046526614,-0.571033391766271,1.69027755725662,-0.132556096985028,0.824495079581677,-0.442700390099473,-1.07661702983103,"low","medium","1","3"
"medium-intensity forest",42,4625284,3066465,0.0583677182482624,0.84403533674269,-0.173585295961945,-0.111009988473392,-0.226200879346112,-0.83718922564995,-0.642915390794914,-0.610840201700045,0.314620897593788,-0.71440126110349,-0.682451851159884,-0.0666964521600091,-1.078849400693,0.0937847910916881,-0.057197421489058,0.275609291809883,-0.0113787914762828,-0.122379683227048,0.171423753147553,0.975599712991582,-0.304455229553365,-0.164655294110583,-0.644295182804966,-1.27677895025839,-0.3360953451682,1.08724466857883,0.403436126738603,0.149927465754735,-0.386913746711459,-0.899761854191649,-1.25547594541228,-1.06518372953405,-1.28313769276415,-2.07670321140501,-0.755906715673738,-0.778453345077563,-0.790270714607819,-1.44799918058849,0.983932738498978,-0.54900418763022,1.51016616198479,"low","medium","1","3"
"high-intensity forest",43,4065284,3065465,0.606188500233351,1.09050135775718,0.0273726818684838,-0.231182556024348,0.206602415962179,-0.424166721866536,-0.922274391422799,0.0405072441516892,-2.11166404456999,-0.85447885226151,0.0469209602662457,-0.322993075212533,-0.0311416547471079,-0.667336198897863,-0.0538219612030984,-0.743041247671932,-0.270043439011461,0.378707849649994,-0.872508775693462,-2.08493414454451,0.492591468933547,-0.112118983958091,-0.240616424347368,-0.434741934192771,-0.804214518845886,0.646551821800496,-0.239235750999127,1.06500998644464,0.194790455565048,0.424772276552915,-0.420747363077633,-0.181305485994959,-0.252877505470279,-0.979785638012319,0.231479788561791,0.410029252569778,0.583817822398765,-0.161644549439465,0.662331670363565,0.620426189016819,1.82479489427632,"high","high","1","4"
"wetland",12,4552284,3053465,-0.2247483519741,-1.30899026295902,-0.53651113941203,-0.63438927203567,-0.422118706096579,-0.0582052657967503,-0.151078263059305,0.204355287951915,-0.59698465495184,-0.164460892330489,0.129383999179532,0.346685430870048,-0.122074796959746,-0.303129208868786,-0.182180743454961,-0.0841290992670577,-0.570917487544578,-0.259255852702488,-0.249576512517754,0.456549450397291,-0.478994349919442,-1.19951332026572,-0.98068925634067,-0.700240954285845,-0.466888018728046,-0.502230053737871,-0.229386468928319,-1.33748444316529,0.353000567424352,-1.33932170202859,-2.47129595874847,-0.852202774414475,0.257139212663839,0.153243910064145,-1.7783284484669,-0.00687049944321291,-0.142797106414626,-1.20860983247521,1.3374466288846,-0.313876387151285,-0.947929206525207,"low","none","0","1"
"medium-intensity forest",42,4991284,3053465,-0.442325578722836,-0.43545392877662,0.0210557065077281,0.211272225721876,-0.229028957427136,-0.765381975928382,-0.711046161184866,-0.64650146281719,0.400730835894373,-0.658165694005485,-0.68133385146301,-0.0244250243102884,-1.16721761276254,-0.12915684022415,-0.625100240277083,0.734344465816077,0.190272457242829,-0.192155617573858,0.502379385234695,1.29521623806487,-0.562917229877173,-1.30471804970267,-0.434527869623128,-0.645132618552608,-0.568550595405456,0.8397937712071,-0.552714108403615,0.139808679810099,-0.237843980522224,0.399551939804376,0.64424588554719,-0.963723356791074,-0.0271477884518293,0.0919442532708684,-0.421177641753351,-0.0493419203926162,0.511021529186417,-0.491669733082426,-0.14098487897999,-0.196827999981749,-0.753678259597669,"low","medium","1","3"
"forest/shrubs and grassland mosaics",72,4991284,3051465,0.835253822498742,1.03284456964823,-0.0038839016986131,0.172649511809547,-0.23502147621606,-0.728295325571466,-0.674785527204739,-0.626856615668405,0.409634726076086,-0.616914372539961,-0.661370778163936,0.00658297203473937,-1.13976714801208,-0.102565112036356,-0.586036424441863,0.699388614947276,0.156950802410568,-0.203819666290736,0.482597092826374,1.25691298375597,-0.570453409373253,-0.883577484708095,0.772268271841062,-0.663429915400617,-0.556782544537886,1.15078802579207,0.90194796757976,1.29703777932368,-0.301301034628511,-1.43535615442717,-0.364779891198716,-0.283465647091937,-1.53270523368241,-1.41291805068338,-0.483140197368567,-1.14231531703856,-0.633900273408178,-1.40848800304832,1.12858952465117,-0.959030819565438,1.40798954875305,"low","none","0","1"
"low-intensity grassland",51,4990284,3050465,0.607649216749748,1.08977102481552,0.0185607943938586,0.200573826020633,-0.225951709828444,-0.716227118557837,-0.664702060271298,-0.621130113192866,0.415550051739249,-0.603450856089608,-0.654934578304551,0.0167032943432662,-1.13092218310324,-0.0808304909625659,-0.584433409609764,0.715066008124814,0.172045670448265,-0.192912357375856,0.483098243628791,1.28460632791238,-0.566283763845746,-1.05915207000542,0.681929744525889,0.41376943630263,0.545839346830845,1.65090658073577,-0.174022786338774,1.76013611555989,-0.0714818962041654,-1.43535615442717,-0.597532747728701,-0.302741197835507,-1.76421422190735,-2.13165444001372,-0.242024611663504,-0.621593916248762,-0.214716503158588,-1.14761684967049,1.55934003202218,-0.393809952994398,1.78747887995153,"low","low","0","2"
"forest/shrubs and cropland mosaics",71,5137284,3050465,0.511682559119904,0.873906317406358,0.0432468538319565,0.273134517316877,-0.223322979528035,-0.577205425572083,-0.38007952487443,-0.575804652743132,0.801897843044041,-0.310600704347047,-0.651395870741751,0.178365469127562,-1.17574182708528,-0.245138419320574,-0.775752688263599,0.815037527009498,0.233352848452557,-0.177634433070428,0.528801471834192,1.05080256756984,-0.689152906779176,-0.481685045738524,-0.916078853668799,-1.27719801249861,0.0451007248009301,0.362078773061994,-0.732031546689755,-0.515179243166649,0.143587223642752,0.898858326071799,0.351619900236586,-0.492346024666691,-0.931403144301384,-1.35243317790644,-0.369694238801572,-0.0549747554601825,1.21778105327361,-0.653114535336905,0.338625405045672,-0.0293682849683467,0.290177592116075,"low","low","0","2"
"forest/shrubs and grassland mosaics",72,4045284,3048465,0.696534352609112,0.632940048624814,-0.206471891365324,-0.509735952794048,0.0269678060387007,0.43977085460619,0.052144079754489,0.823967124425981,-1.55094588679941,0.0753789813641507,0.802642740713796,0.191347652633463,0.926203130273964,-0.767056078298265,-0.119931623567501,-0.817389427619475,-0.557290339291663,0.214171577293314,-0.946771698404706,-2.3222381733927,0.380695116424254,-0.80507541031555,-0.54576997918715,-0.541642837072837,-0.877377505763559,2.31743723599045,-1.67980392254788,-0.78970846796884,1.17382485747779,0.461723634218399,-1.04851571536475,-1.0490842999934,0.929549736335429,1.39478331173126,-1.19008912230395,-1.68653838778252,-0.0597346956625309,-0.713311385579242,-0.569328108593954,-1.7644980523457,-2.00585725820146,"low","none","0","1"
"low-intensity grassland",51,5059284,3047465,-1.60931153056382,0.51811517778331,0.173759626224843,0.429003567134951,-0.133318794893362,-1.06315848222384,-0.889924746483654,-0.90858515352535,0.898828365108419,-0.830747848443305,-0.967120687939551,-0.154152427552327,-1.65316218184845,0.160797660560698,-0.46531207769353,0.875563171320286,0.415403171401128,-0.16070397303795,0.707317379677774,1.51114666077144,-0.638554511378256,-1.59905179187509,-0.55156884743374,-0.00397230252906051,-0.0475041683481869,1.26857804586658,-0.811078335567541,-0.0479031511254013,-0.862671543598483,-0.673578131265114,0.768203016187886,-0.331848680410162,-1.63338348610267,-1.96312313664682,-0.406116018904882,-0.941915420457737,-0.383904033442356,-1.29756938196957,1.33775807629869,-0.878415555518022,0.673284657738325,"low","low","0","2"
"high-intensity forest",43,4774284,3045465,0.375515168590083,0.905096257561685,-0.689354258567759,-0.847822454118144,-0.528426897031546,-0.319252837720408,-0.313238288338576,-0.151897977211946,-0.387375291677539,-0.374272504780174,-0.191029696528366,0.188973205398155,-0.341613681633044,-0.24798078789586,-0.121168312374999,-0.205614990159977,-0.798267808851872,-0.432487054072607,-0.243633063735035,0.244881635706147,-0.558168595803444,0.125633294044635,-1.16525052767908,-0.0276567794112872,-0.792917754770515,0.962237141248531,-0.616989264473633,-0.138231126182928,-1.68671412175206,-1.2541961353443,-1.52081516190484,-0.539681524153091,0.373203668411014,0.658285097769797,-0.066616688005803,1.27948247795302,1.54552895153846,-0.212297450677049,-0.0155769480447459,1.34857949751429,-0.03697909734204,"high","high","1","4"
"medium intensity settlement",22,4955284,3041465,0.915475346765762,-0.195828874657221,0.0745878889413102,0.235761642707131,-0.167695884708685,-0.608654707697199,-0.520983964927457,-0.544079926234851,0.437126386184472,-0.484033209294829,-0.593087786562769,0.106467738821465,-1.03671125016928,-0.12915684022415,-0.573709379640952,0.653949803789822,0.222888812559419,-0.128831465040663,0.443634887642705,1.31950309602085,-0.533454223575628,-1.00704922806105,-1.16947328954159,-0.836701452247861,1.17804089367891,0.557394334752953,-0.183647135945509,0.120035955571402,-1.28859312026814,-0.806688725754862,-0.678263035747687,1.34098652721292,1.39496808908099,1.24563989909111,0.716286532615205,2.9983988417309,0.794547101388553,2.1446309619839,-0.370554407105556,2.77042389620793,-0.541472014951583,"low","medium","1","3"
"medium-intensity grassland",52,4221284,3038465,0.134753646680561,0.896797804093345,0.129208428491875,0.0702283790284727,0.15570538509773,-0.749116762183975,-1.30816704004513,-0.331495117897554,-1.78185072380151,-1.15514650333546,-0.373426908090169,-0.456728954479515,-0.559763229209465,-0.187147629772362,0.0960657280182081,-0.225234995330027,0.124785741557208,0.329132682758999,-0.355488197860263,0.815648942067717,-0.12493635206397,-0.356001238465918,-0.779860718944482,1.64818687258884,0.404038497890427,2.68082888680457,0.923860367952938,1.6511936284961,1.8908457706192,-1.08475222936877,-0.882671966202693,-1.43862300853275,-1.98665740632027,-2.32252751799466,-0.793555310443206,-0.630779531189669,-0.172853311465623,-1.49971542843188,1.22759233497496,-0.458358887627692,1.27787340015287,"low","medium","1","3"
"medium-intensity forest",42,4551284,3032465,0.977186818879137,-0.392131741396393,-0.140827804640409,-0.0267551748780023,-0.252741589858527,-1.1212272757328,-1.18672865687455,-0.706380066768041,-0.241655596336576,-1.13786662993707,-0.766409715850875,-0.385008984766063,-1.25353302792045,-0.172484779682557,-0.411775095848776,0.454875970563103,0.0307686274275206,-0.104121101481288,0.191173361807882,1.05915763072929,-0.288908932084913,0.12899519076576,0.0889084879863204,1.37024053512821,-0.628129121989259,0.400033154531809,0.400607505072561,-0.18366782551248,-1.3701376817239,0.254029738437551,0.146450722884369,-0.0618864572714037,1.04781690260854,0.88157093761539,-0.66735077461042,0.627719931827635,-0.152038206557616,0.0788659957426179,0.447069989607291,0.794837487553364,0.426131918755894,"low","medium","1","3"
"medium-intensity forest",42,4810284,3030465,0.867394321162845,-1.88818130194934,-0.954683822815708,-1.16455083536814,-0.715137922270666,0.0627000721463441,0.0444015939558486,0.19288326439414,-0.350618542452824,0.0338303808612535,0.14371677869069,0.495737991029102,-0.00149011566270151,-0.36112027493889,-0.188491067044785,-0.268024084266244,-1.12443136201777,-0.615428656122698,-0.333797537722434,-0.0692269937755801,-0.697798029979626,0.553935187543118,-0.156320650545758,-0.323240864637934,-0.138082153124389,-0.968388201986082,-1.17434264307757,-1.61414027184264,-0.614204466207822,-0.0337477545292218,-1.46006781343542,0.525863220013157,1.73938827351409,0.964057313458008,-0.0423727043142895,0.353332461624301,-0.618773937905867,1.17329689498247,0.48675963037029,0.166003961525785,-0.812040643440069,"low","medium","1","3"
